file_name,spot_id,name,kana,area,background,date
82024_1_8baca91495bd14b2c5e4030c992ab705.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-12-09T07:56:14.000+09:00
82024_2_f5a7de922ede386f017ea44bc8d99808.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-11-16T02:17:00.000+09:00
82024_3_aba0ca509077da1530c84b6b7319bfbb.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-11-02T13:48:55.000+09:00
82024_4_324f19ba1643f681e16546eace719100.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-07-14T11:40:54.000+09:00
82024_5_eb0d9e9a8ad3f9f001f4341cac268fb0.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-07-11T18:03:07.000+09:00
82024_6_57bf6f5972fde862c53ed24507a988fe.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-06-13T07:07:57.000+09:00
82024_7_2680e98c3419e979e56a629141917fac.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-03-12T06:10:00.000+09:00
82024_8_bf6a698bd7e7f108c6b9c95612bad0ea.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-03-04T08:30:42.000+09:00
82024_9_1a7f7ab3ebb9074f0cfe947d631fb368.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2025-02-25T10:00:19.000+09:00
82024_10_3631067f606417dc0bbcdc91f389c5f1.jpg,82024,霊山寺,りょうぜんじ,徳島県鳴門市大麻町板東塚鼻126,霊山寺（りょうぜんじ）は徳島県鳴門市大麻町板東にある高野山真言宗の寺院。竺和山（じくわさん）一乗院（いちじょういん）と号する。釈迦如来を本尊とする。とくしま88景に選定されている。四国八十八箇所霊場の第一番札所である。本尊真言：のうま...山号竺和山院号一乗院宗旨真言宗宗派高野山真言宗寺格別格本山創建（伝）天平年間（729年 - 749年）本尊釈迦如来開基（伝）行基、聖武天皇（勅願）中興年正保年間（1644年 - 1648年）正式名竺和山 一乗院 霊山寺別名いちばんさん札所等四国八十八箇所1番ウィキペディア,2024-08-31T15:44:32.000+09:00
